# Columns: 
# 1) Lookback time bin alternating lower/upper edge [yr] 
# 2) Star formation rate in bin, obtained from original inversion [N yr^{-1} pc^{-3}] 
# 3) One-sigma standard deviation on star formation rate in bin, obtained from original inversion [N yr^{-1} pc^{-3}] 
#
#
5.311478609275E7	0	0
5.311478609275E7	1.1479147654473392E-13	9.051764072056302E-14
1.975836382318225E8	1.1479147654473392E-13	9.051764072056302E-14
1.975836382318225E8	2.638540613878887E-12	2.8557539994076435E-13
3.42052490370895E8	2.638540613878887E-12	2.8557539994076435E-13
3.42052490370895E8	2.6888512303001793E-12	2.452491927682326E-13
4.8652134250996757E8	2.6888512303001793E-12	2.452491927682326E-13
4.865213425099675E8	1.6747128284814326E-12	1.753205712171159E-13
6.3099019464904E8	1.6747128284814326E-12	1.753205712171159E-13
6.3099019464904E8	1.3841537065415146E-12	1.4829624773755368E-13
7.754590467881124E8	1.3841537065415146E-12	1.4829624773755368E-13
7.754590467881125E8	1.309777328821659E-12	1.3640058969084848E-13
9.199278989271849E8	1.309777328821659E-12	1.3640058969084848E-13
9.199278989271849E8	1.560684807398606E-12	1.4209158098338595E-13
1.0643967510662574E9	1.560684807398606E-12	1.4209158098338595E-13
1.0643967510662575E9	1.7992637501476922E-12	1.4667808808773224E-13
1.20886560320533E9	1.7992637501476922E-12	1.4667808808773224E-13
1.2088656032053301E9	1.9878110563202084E-12	1.491276249763169E-13
1.3533344553444026E9	1.9878110563202084E-12	1.491276249763169E-13
1.3533344553444026E9	2.004864497996308E-12	1.455367610263973E-13
1.497803307483475E9	2.004864497996308E-12	1.455367610263973E-13
1.4978033074834752E9	2.1034949545215607E-12	1.4518225602363903E-13
1.6422721596225476E9	2.1034949545215607E-12	1.4518225602363903E-13
1.6422721596225476E9	2.0707484836846647E-12	1.3741223770706124E-13
1.78674101176162E9	2.0707484836846647E-12	1.3741223770706124E-13
1.78674101176162E9	2.023327988822667E-12	1.3159883023525045E-13
1.9312098639006925E9	2.023327988822667E-12	1.3159883023525045E-13
1.9312098639006927E9	2.008210323117342E-12	1.2800988146989765E-13
2.0756787160397651E9	2.008210323117342E-12	1.2800988146989765E-13
2.0756787160397654E9	1.7797292996074587E-12	1.179340529637774E-13
2.220147568178838E9	1.7797292996074587E-12	1.179340529637774E-13
2.220147568178838E9	1.8091208819002209E-12	1.1676474364680855E-13
2.36461642031791E9	1.8091208819002209E-12	1.1676474364680855E-13
2.36461642031791E9	1.6377447100303456E-12	1.0920506377890805E-13
2.5090852724569826E9	1.6377447100303456E-12	1.0920506377890805E-13
2.5090852724569826E9	1.6376753549172786E-12	1.0759642532038298E-13
2.653554124596055E9	1.6376753549172786E-12	1.0759642532038298E-13
2.653554124596055E9	1.810130672111753E-12	1.1165352223633277E-13
2.7980229767351274E9	1.810130672111753E-12	1.1165352223633277E-13
2.798022976735128E9	1.7955087640779128E-12	1.0970858805629778E-13
2.9424918288742003E9	1.7955087640779128E-12	1.0970858805629778E-13
2.9424918288742003E9	1.9681998405612932E-12	1.1349462028967248E-13
3.086960681013273E9	1.9681998405612932E-12	1.1349462028967248E-13
3.086960681013273E9	2.1868040610647353E-12	1.1829177600529875E-13
3.231429533152345E9	2.1868040610647353E-12	1.1829177600529875E-13
