# Columns: 
# 1) Lookback time bin centre [yr] 
# 2) Lookback time bin width  [yr] 
# 3) Star formation rate in bin, obtained from original inversion [N yr^{-1} pc^{-3}] 
# 4) One-sigma standard deviation on star formation rate in bin, obtained from original inversion [N yr^{-1} pc^{-3}] 
8.93794919264571E9	1.444688521390725E8	1.1138660184715955E-12	7.349897426912927E-14
9.082418044784782E9	1.444688521390725E8	1.1133478657879624E-12	7.315626132245247E-14
9.226886896923855E9	1.444688521390725E8	9.568332664755838E-13	6.87563513880125E-14
9.371355749062927E9	1.444688521390725E8	9.140012533713923E-13	6.637396250221847E-14
9.515824601202E9	1.444688521390725E8	8.802641657240595E-13	6.514064886563497E-14
9.660293453341072E9	1.444688521390725E8	7.72282044344091E-13	6.160931588818303E-14
9.804762305480145E9	1.444688521390725E8	6.952618230141539E-13	5.885561272819E-14
9.949231157619217E9	1.444688521390725E8	6.795820375934082E-13	5.991800933872596E-14
1.009370000975829E10	1.444688521390725E8	7.50931606156586E-13	6.398866765541307E-14
1.0238168861897362E10	1.444688521390725E8	8.056734342376555E-13	6.72010506756657E-14
1.0382637714036434E10	1.444688521390725E8	7.0558600959923E-13	6.312013389148378E-14
1.0527106566175507E10	1.444688521390725E8	6.32965511937961E-13	6.033223141277849E-14
1.0671575418314579E10	1.444688521390725E8	4.956671537768252E-13	5.484517665772148E-14
1.0816044270453651E10	1.444688521390725E8	3.5697782635816106E-13	4.740485712874493E-14
1.0960513122592726E10	1.444688521390725E8	2.2900209369851687E-13	3.889121908924663E-14
1.1104981974731798E10	1.444688521390725E8	1.0948009804651275E-13	2.7195085128348532E-14
1.124945082687087E10	1.444688521390725E8	6.433359016235973E-14	2.136947939883783E-14
1.1393919679009943E10	1.444688521390725E8	4.318214220256238E-14	1.8295519598131116E-14
1.1538388531149015E10	1.444688521390725E8	1.85588169996365E-14	1.2479618890134089E-14
1.1682857383288088E10	1.444688521390725E8	8.895232777500551E-15	8.703630499126563E-15
1.182732623542716E10	1.444688521390725E8	6.134498397508466E-15	7.494293028879567E-15
1.1971795087566233E10	1.444688521390725E8	5.286929401305257E-15	7.185514062040378E-15
1.2116263939705305E10	1.444688521390725E8	2.1243671262830803E-15	4.797777548670032E-15
1.2260732791844378E10	1.444688521390725E8	1.4150012092712514E-15	3.927281204050149E-15
1.240520164398345E10	1.444688521390725E8	2.2144451018431286E-15	5.264905194761163E-15
1.2549670496122522E10	1.444688521390725E8	5.1479267842919656E-15	8.698081474234771E-15
1.2694139348261595E10	1.444688521390725E8	1.0448630680400414E-14	1.266436818658808E-14
1.2838608200400667E10	1.444688521390725E8	1.3441669223104925E-14	1.5393798978956257E-14
1.298307705253974E10	1.444688521390725E8	1.321581778945635E-14	1.5739189410516253E-14
1.3127545904678812E10	1.444688521390725E8	1.0789570438037165E-14	1.4748716571877277E-14
1.3272014756817884E10	1.444688521390725E8	2.372980643542022E-14	2.299904219259097E-14
1.3416483608956957E10	1.444688521390725E8	1.8983863731953212E-14	2.1130232577487292E-14
1.356095246109603E10	1.444688521390725E8	2.9480409867470364E-14	2.84450965782938E-14
1.3705421313235102E10	1.444688521390725E8	2.8574232012389155E-14	2.955920983639136E-14
1.3849890165374174E10	1.444688521390725E8	5.756542757904985E-14	4.4491947782572805E-14
1.3994359017513247E10	1.444688521390725E8	5.427859588230261E-14	4.2993047916903E-14
1.413882786965232E10	1.444688521390725E8	1.0565586478375416E-13	6.23734751603731E-14
1.4283296721791393E10	1.444688521390725E8	5.720587361006789E-14	4.526462297284807E-14
1.4427765573930466E10	1.444688521390725E8	1.4348171073442157E-13	7.553534136761081E-14
# Integral of SFR: 0.014067524255930509
# One-sigma uncertainty from error propagation inside inversion algorithm: 1.6766784685176572E-8
