6.231299e+00 3.493250e-06 6.553443e-07
7.377321e+00 1.215019e-05 1.853298e-06
8.215670e+00 3.585671e-05 3.500038e-06
8.938481e+00 7.173926e-05 5.324397e-06
9.636914e+00 1.089671e-04 6.500499e-06
1.030486e+01 1.510974e-04 7.796112e-06
1.093644e+01 1.787795e-04 8.844151e-06
1.150489e+01 2.579198e-04 1.139297e-05
1.196400e+01 3.627766e-04 1.569788e-05
1.230640e+01 4.136644e-04 1.934078e-05
1.256487e+01 4.873168e-04 2.397763e-05
1.276920e+01 5.899465e-04 2.988469e-05
1.294318e+01 6.161180e-04 3.152253e-05
1.309824e+01 6.459097e-04 3.425929e-05
1.323833e+01 7.104663e-04 3.790997e-05
1.336637e+01 7.455517e-04 4.006353e-05
1.348144e+01 8.065774e-04 4.526936e-05
1.358543e+01 8.857653e-04 4.825722e-05
1.368275e+01 9.737318e-04 5.304884e-05
1.377401e+01 1.093610e-03 5.773182e-05
1.385736e+01 1.165391e-03 6.298541e-05
1.393347e+01 1.228966e-03 6.653490e-05
1.400536e+01 1.328274e-03 7.119210e-05
1.407130e+01 1.400914e-03 7.741532e-05
1.413172e+01 1.397522e-03 7.868211e-05
1.418907e+01 1.304960e-03 7.938897e-05
1.424349e+01 1.336308e-03 8.275125e-05
1.429513e+01 1.391039e-03 8.806223e-05
1.434410e+01 1.416058e-03 8.948072e-05
1.439198e+01 1.458203e-03 8.934726e-05
1.444142e+01 1.496979e-03 9.017498e-05
1.449437e+01 1.569118e-03 8.625141e-05
1.455188e+01 1.651159e-03 8.587770e-05
1.461699e+01 1.725936e-03 8.024353e-05
1.469506e+01 1.843034e-03 7.526949e-05
1.478956e+01 2.064756e-03 7.181462e-05
1.489900e+01 2.001124e-03 6.776839e-05
1.501660e+01 1.801798e-03 6.209513e-05
1.513357e+01 1.477353e-03 5.918208e-05
1.524242e+01 1.120350e-03 5.552692e-05
1.534203e+01 8.324734e-04 5.274598e-05
1.543498e+01 6.683195e-04 5.277708e-05
1.552301e+01 5.657742e-04 5.311085e-05
1.560784e+01 4.292345e-04 4.989976e-05
1.568905e+01 2.803707e-04 4.312156e-05
1.576928e+01 2.077402e-04 3.941256e-05
1.585181e+01 1.511713e-04 3.240365e-05
1.593829e+01 1.088798e-04 2.619568e-05
1.603500e+01 7.918843e-05 2.548277e-05
1.614828e+01 5.756888e-05 1.839733e-05
1.627756e+01 4.278525e-05 1.697153e-05
1.641573e+01 3.278391e-05 1.214068e-05
1.655448e+01 2.844501e-05 1.846156e-05
1.669153e+01 2.557141e-05 2.101759e-05
1.682786e+01 2.352451e-05 2.093151e-05
1.696454e+01 2.271648e-05 2.790730e-05
1.710113e+01 2.162108e-05 1.939102e-05
1.718885e+01 2.039458e-05 4.685517e-05
