# Columns: 
# 1) Lookback time bin alternating lower/upper edge [yr] 
# 2) Median star formation rate obtained from 200 resamplings of the WDLF [N yr^{-1} pc^{-3}] 
# 3) Mean star formation rate obtained from 200 resamplings of the WDLF [N yr^{-1} pc^{-3}] 
# 4) Median-of-absolute-deviations (* 1.4826) of the star formation rate obtained from 200 resamplings of the WDLF [N yr^{-1} pc^{-3}] 
# 5) Sample standard deviation of the star formation rate obtained from 200 resamplings of the WDLF [N yr^{-1} pc^{-3}] 
5.311478609275E7	0	0	0	0
5.311478609275E7	1.6370802283227626E-13	2.5057866480555913E-13	1.8171688332942278E-13	2.488297465747947E-13
1.975836382318225E8	1.6370802283227626E-13	2.5057866480555913E-13	1.8171688332942278E-13	2.488297465747947E-13
1.975836382318225E8	2.58357051030611E-12	2.6080494101160534E-12	7.163957971767151E-13	6.945880361072513E-13
3.42052490370895E8	2.58357051030611E-12	2.6080494101160534E-12	7.163957971767151E-13	6.945880361072513E-13
3.42052490370895E8	2.5897552331788365E-12	2.6402460946706174E-12	4.569358312295907E-13	4.72315875358808E-13
4.8652134250996757E8	2.5897552331788365E-12	2.6402460946706174E-12	4.569358312295907E-13	4.72315875358808E-13
4.865213425099675E8	1.6936619207791326E-12	1.7067465062775566E-12	4.2187664091308806E-13	4.104971125260446E-13
6.3099019464904E8	1.6936619207791326E-12	1.7067465062775566E-12	4.2187664091308806E-13	4.104971125260446E-13
6.3099019464904E8	1.4317223621940212E-12	1.4521887381838128E-12	2.1726182135913678E-13	2.150275090899383E-13
7.754590467881124E8	1.4317223621940212E-12	1.4521887381838128E-12	2.1726182135913678E-13	2.150275090899383E-13
7.754590467881125E8	1.3441984070966528E-12	1.3492531744652148E-12	3.125861983642973E-13	2.924972803649319E-13
9.199278989271849E8	1.3441984070966528E-12	1.3492531744652148E-12	3.125861983642973E-13	2.924972803649319E-13
9.199278989271849E8	1.5058450363383824E-12	1.5126748595037376E-12	2.1889377293171293E-13	2.1861667716937355E-13
1.0643967510662574E9	1.5058450363383824E-12	1.5126748595037376E-12	2.1889377293171293E-13	2.1861667716937355E-13
1.0643967510662575E9	1.7561947989602755E-12	1.7567038318802575E-12	2.2505460109444388E-13	2.1765435093939548E-13
1.20886560320533E9	1.7561947989602755E-12	1.7567038318802575E-12	2.2505460109444388E-13	2.1765435093939548E-13
1.2088656032053301E9	1.955418682877963E-12	1.9354305484664547E-12	2.880016375774244E-13	2.886328916475143E-13
1.3533344553444026E9	1.955418682877963E-12	1.9354305484664547E-12	2.880016375774244E-13	2.886328916475143E-13
1.3533344553444026E9	2.0206202162864617E-12	2.0216306927112182E-12	1.9118563834939067E-13	1.9297982724357949E-13
1.497803307483475E9	2.0206202162864617E-12	2.0216306927112182E-12	1.9118563834939067E-13	1.9297982724357949E-13
1.4978033074834752E9	2.1570618555233345E-12	2.153463388512855E-12	3.008497298940399E-13	2.951475710969178E-13
1.6422721596225476E9	2.1570618555233345E-12	2.153463388512855E-12	3.008497298940399E-13	2.951475710969178E-13
1.6422721596225476E9	1.9619663966380374E-12	1.9868108894205427E-12	2.0787181071509758E-13	1.9995331492164704E-13
1.78674101176162E9	1.9619663966380374E-12	1.9868108894205427E-12	2.0787181071509758E-13	1.9995331492164704E-13
1.78674101176162E9	1.979235785681821E-12	1.9826510225251504E-12	2.22776298645401E-13	2.4271467515659594E-13
1.9312098639006925E9	1.979235785681821E-12	1.9826510225251504E-12	2.22776298645401E-13	2.4271467515659594E-13
1.9312098639006927E9	1.8939481059854213E-12	1.899289319567954E-12	1.9699178528632607E-13	1.943352758268874E-13
2.0756787160397651E9	1.8939481059854213E-12	1.899289319567954E-12	1.9699178528632607E-13	1.943352758268874E-13
2.0756787160397654E9	1.8695674348923053E-12	1.876127074876277E-12	2.011895296194499E-13	2.2619557199947117E-13
2.220147568178838E9	1.8695674348923053E-12	1.876127074876277E-12	2.011895296194499E-13	2.2619557199947117E-13
2.220147568178838E9	1.8060741704267746E-12	1.8014472292354755E-12	1.7613873139980112E-13	1.974070672752319E-13
2.36461642031791E9	1.8060741704267746E-12	1.8014472292354755E-12	1.7613873139980112E-13	1.974070672752319E-13
2.36461642031791E9	1.6666051134636706E-12	1.6858834207128526E-12	2.1035393632041E-13	1.9903053637830698E-13
2.5090852724569826E9	1.6666051134636706E-12	1.6858834207128526E-12	2.1035393632041E-13	1.9903053637830698E-13
2.5090852724569826E9	1.6985206643949091E-12	1.7175531830115887E-12	1.6718313091334743E-13	1.7869744935208209E-13
2.653554124596055E9	1.6985206643949091E-12	1.7175531830115887E-12	1.6718313091334743E-13	1.7869744935208209E-13
2.653554124596055E9	1.7459709893141717E-12	1.7673788864705497E-12	2.0252908819419144E-13	2.25943498507261E-13
2.7980229767351274E9	1.7459709893141717E-12	1.7673788864705497E-12	2.0252908819419144E-13	2.25943498507261E-13
2.798022976735128E9	1.8430933862445542E-12	1.8501530602704763E-12	1.844440427863428E-13	1.8109438013965732E-13
2.9424918288742003E9	1.8430933862445542E-12	1.8501530602704763E-12	1.844440427863428E-13	1.8109438013965732E-13
2.9424918288742003E9	1.981419802538076E-12	1.9776068803378788E-12	2.2333456191174494E-13	2.2884143359142694E-13
3.086960681013273E9	1.981419802538076E-12	1.9776068803378788E-12	2.2333456191174494E-13	2.2884143359142694E-13
3.086960681013273E9	2.110713947373055E-12	2.1289935960011608E-12	2.855901588784057E-13	2.6447364889131304E-13
3.231429533152345E9	2.110713947373055E-12	2.1289935960011608E-12	2.855901588784057E-13	2.6447364889131304E-13
3.231429533152345E9	2.3162658856906715E-12	2.323496213138543E-12	1.9270289921061167E-13	1.9705086344023894E-13
3.3758983852914176E9	2.3162658856906715E-12	2.323496213138543E-12	1.9270289921061167E-13	1.9705086344023894E-13
3.3758983852914176E9	2.609763967431622E-12	2.6216327286138208E-12	3.092154809546804E-13	2.916017057608639E-13
3.52036723743049E9	2.609763967431622E-12	2.6216327286138208E-12	3.092154809546804E-13	2.916017057608639E-13
3.52036723743049E9	2.6236439236437814E-12	2.657302112726856E-12	2.42968775827912E-13	2.6281300256946626E-13
3.6648360895695624E9	2.6236439236437814E-12	2.657302112726856E-12	2.42968775827912E-13	2.6281300256946626E-13
3.664836089569563E9	2.537892205417558E-12	2.5325483897498113E-12	1.9485622334419748E-13	1.9522844781792928E-13
3.8093049417086353E9	2.537892205417558E-12	2.5325483897498113E-12	1.9485622334419748E-13	1.9522844781792928E-13
3.8093049417086353E9	2.361432230313376E-12	2.3736845822242003E-12	2.445781428946081E-13	2.582037160044993E-13
3.9537737938477077E9	2.361432230313376E-12	2.3736845822242003E-12	2.445781428946081E-13	2.582037160044993E-13
3.9537737938477077E9	2.230539104114415E-12	2.228164267675803E-12	2.502548106892918E-13	2.1525880528081392E-13
4.09824264598678E9	2.230539104114415E-12	2.228164267675803E-12	2.502548106892918E-13	2.1525880528081392E-13
4.09824264598678E9	2.0192281006969903E-12	2.005866826804148E-12	1.6610220913548106E-13	1.5752189944567878E-13
4.2427114981258526E9	2.0192281006969903E-12	2.005866826804148E-12	1.6610220913548106E-13	1.5752189944567878E-13
4.2427114981258526E9	1.8066299324603907E-12	1.8327143188473505E-12	2.1225609824447598E-13	2.2498970070649003E-13
4.387180350264925E9	1.8066299324603907E-12	1.8327143188473505E-12	2.1225609824447598E-13	2.2498970070649003E-13
4.387180350264925E9	1.7278384669208724E-12	1.7381187635001627E-12	1.8291665506483394E-13	1.704489410135516E-13
4.531649202403997E9	1.7278384669208724E-12	1.7381187635001627E-12	1.8291665506483394E-13	1.704489410135516E-13
4.531649202403997E9	1.5746828754131803E-12	1.581621552476653E-12	2.0724788360069676E-13	1.8169708796221573E-13
4.67611805454307E9	1.5746828754131803E-12	1.581621552476653E-12	2.0724788360069676E-13	1.8169708796221573E-13
4.67611805454307E9	1.4500500409783679E-12	1.4323597646512254E-12	1.582964895231395E-13	1.7403083129630545E-13
4.820586906682142E9	1.4500500409783679E-12	1.4323597646512254E-12	1.582964895231395E-13	1.7403083129630545E-13
4.820586906682142E9	1.2166408288813435E-12	1.215802632181795E-12	1.393597430163207E-13	1.625479485170145E-13
4.965055758821215E9	1.2166408288813435E-12	1.215802632181795E-12	1.393597430163207E-13	1.625479485170145E-13
4.965055758821215E9	9.454431595251611E-13	9.625821190475947E-13	1.4051496862225143E-13	1.5808673814945057E-13
